conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:7435_conv:14870,7,disgusted,I saw a giant flying roach on the front porch.,244,He scurried off before I had a chance :(,5|5|5_5|4|5,
hit:12260_conv:24521,4,sentimental,looking at old baby items,298,Man. Thats very interesting. Were you at all surprised to have twins then?,5|5|5_4|4|4,
hit:9606_conv:19212,4,embarrassed,A gal my sister knew works in a thrift store I like and today I just didn't feel good and didn't feel like talking to her. I felt bad because she still gave my mom a discount and a discount on my stuff.,568,yeah i understand you_comma_ but people change and we learn from them and that helps us grow more_comma_ don't take it too personally ,3|3|5_5|5|5,
hit:11747_conv:23494,2,joyful,I am going to my favorite restaurant tomorrow i am so excited.,389,That's cool. What are you gonna eat there?,5|5|5_5|5|5,
hit:6456_conv:12913,4,devastated,being cheated on,59,I agree_comma_ you have done the right thing. I hope you find someone alot better than her.,5|5|5_5|5|5,
hit:5096_conv:10193,4,joyful,I was happy when my brother moved home. I missed him,296,How far are you guys apart in age?,4|5|5_5|5|5,
hit:7465_conv:14931,2,excited,When my dad got me a new pair of skates. I feel so lucky.,278,What kind of skates it that?,5|4|5_5|5|5,
hit:3884_conv:7769,2,jealous,I hate seeing people with loads of money. Its bad but I do,126,Why is that,5|5|5_4|4|3,
hit:1225_conv:2451,1,grateful,My ride home from school decided to leave early. I ended up having to call my grandma to get him. She was very nice enough to do that for me.,68,Back in high school i ran the game club. My normal ride made left me early.,4|4|4_5|5|5,
hit:1716_conv:3433,1,furious,Today I came home to find that my dog ripped all our pillows into shreds! I was so angry that I had to punish my dog.,182,Today I came home to find that my dog ripped all our pillows into shreds! I was so angry that I had to punish my dog.,4|5|5_5|5|5,
hit:12017_conv:24034,2,devastated,I went to the mall with my niece_comma_ suddenly she started to cry_comma_ she lost her purse with her money.,580,Oh no that's terrible! Did you end up finding her purse?,5|5|5_5|5|5,
hit:6884_conv:13768,5,anticipating,MMA shows tomorrow.  Taking my nephew!,389,Hey thanks!  I can't wait.  I hope he has a good time :),5|5|5_5|5|5,
hit:231_conv:463,2,nostalgic,I recently did a tour through my old high school and it brought back a lot of memories.,64,Were they fond memories?,3|3|5_5|5|5,
hit:1372_conv:2744,4,afraid,I was afraid when my dad used to scare me and  my brothers,273,Yeah_comma_ sometimes dads forget how young kids are and just do what they think is funny. My dad wasn't the best either at understanding how fragile kids can be. But he was still a good da,5|5|5_4|4|4,
hit:4201_conv:8403,4,annoyed,i was irked when i saw my cousin coming inside the  house,317,Wow! what a jerk,5|5|5_4|4|4,
hit:8506_conv:17012,4,angry,i am pissed that someone put a dent in my car door,123,People are so careless.,5|5|5_5|5|5,
hit:4804_conv:9609,4,furious,I walked home one night. I caught my wife sleeping with my best friend,525,Yeah I suppose I would be too.  Well_comma_ if you're marriage survived_comma_ I hope things are better now.,5|5|5_5|5|5,
hit:9182_conv:18364,3,afraid,My crush keeps hanging out with a new guy classmate a lot lately.,1,Not yet. I don't want to destroy what we have if she doesn't feel the same.,5|5|5_4|3|4,
hit:2593_conv:5186,1,excited,I'm excited to plan a surprise party for my boyfriend,247,My boyfriend's birthday is coming up and I want to plan a surprise party for him!,5|5|5_5|5|5,
hit:10869_conv:21738,3,jealous,i don't like it when my girlfriend goes out without me_comma_ I feel insecure and feel like something bad will happen to her,248,a mix of guys and girls but they aren't a responsible group at all_comma_ which is what worries me. They don't take care of each other,5|5|5_4|4|4,
hit:9459_conv:18918,1,sentimental,I talked to my brother about our childhood the other day. It always make me happy to talk to him.,639,I talked to my brother the other day. We don't talk much and I miss him.,5|5|5_5|5|5,
hit:3163_conv:6326,4,sad,My dad left for deployment to Afghanistan yesterday. I am so depressed.,126,I am sure you are,5|5|5_4|5|5,
hit:9750_conv:19500,4,afraid,i was scared the other night when i had to walk home alone,10,that is great reason!,5|5|5_5|5|5,
hit:3653_conv:7307,2,proud,I purchased my first new vehicle yesterday.,286,That must be very exciting! I hope to get a new vehicle soon as well.,5|5|5_5|5|5,
hit:2770_conv:5540,5,guilty,I got a satellite dish installed today. I know that they are not allowed in my apartments,262,what's that?,5|5|5_5|5|5,
hit:1147_conv:2294,1,lonely,All of my friends aren't speaking to me and I don't know why.,220,I don't know why I did but my friends aren't speaking to me and It feels very isolating. ,55|5|5_5|5|5,
hit:5069_conv:10139,2,annoyed,I dropped my phone in the toilet.  I am so irritated with myself.,273,Sorry to hear about that. Is it still working alright_comma_ or under warranty?,5|5|5_2|3|3,
hit:3305_conv:6611,1,embarrassed,One time in high school it had just snowed and I was being careful not to slip. Despite that_comma_ I slipped and everyone looked at me.,55,One time in high school it snowed and I really tried not to slip_comma_ but I did anyway.,5|5|5_5|5|5,
hit:8673_conv:17346,2,joyful,I was so happy France won the world cup. I was just so happy. I had a smile  on face for day or so,209,Same_comma_ my friend! France played so well.,4|4|4_5|5|5,
hit:9145_conv:18291,2,annoyed,I was sitting in traffic today and saw the stupides thing.  This guy decided he didn't want to wait and flew up the emergency lane_comma_ blocking the ambulance.,100,What exactly did you see?,5|5|5_4|5|5,
hit:7472_conv:14944,3,anxious,I have a speech to prepare for and I'm not ready.,375,Thank you so much but it's going to be hard to talk for 10 minutes.,4|5|5_5|5|5,
hit:8869_conv:17738,3,surprised,I found out that my sister is having twins.,35,Yeah she is very excited_comma_ she's having twin boys. I can't wait to be an uncle!,5|5|5_5|5|5,
hit:10299_conv:20598,1,anxious,I am feeling anxious about my test tommorrow,631,I am feeling anxious about my test tomorrow ,5|5|5_5|5|5,
hit:114_conv:228,3,grateful,I got stock from family a long time ago. I just let it sit there. It's risen 10 times since.,1,It's enough to pay 1 year's worth of mortgage. Wondering if I should sell it or hold now.,5|5|5_3|4|4,
hit:4043_conv:8087,4,excited,Next week my brother is coming to visit me. I can't wait to see him. We haven't seen each other in a long time.,394,Oh wow so the pressure is on to make a good impression haha,5|5|5_5|5|5,
hit:7538_conv:15077,4,excited,its almost october ,262,i do like halloween though,5|5|5_5|5|5,
hit:5175_conv:10350,2,content,I love being able to sit out on my porch in the rain with a good book.,7,It is good to find some time for ourself to rest.,5|5|5_5|5|5,
hit:736_conv:1473,1,disgusted,Every Sunday I have to take the trash out to the road. I feel an overwhelming sense of disgust every time I lift up the lid and a swarm of flies appears.,209,Do you usually take your trash out to the road every week? It is quite an awful experience_comma_ in my opinion. I feel very disgusted hauling that big ole bin to the road.,5|5|5_5|5|5,
hit:2021_conv:4043,5,proud,I won $20 in a shooting competition with my friends,244,and I get a lot of bragging rights.,3|2|2_4|5|5,
hit:11533_conv:23067,2,trusting,I loaned a friend $100 believing he would pay me back in a week. I never got it.,46,you should go to their place,5|5|5_4|3|4,
hit:6573_conv:13146,2,afraid,A while ago_comma_ I was riding in the car with my uncle at night to get some food. He had a few drinks earlier and we ended up getting pulled over.,155,What happened? Did you uncle drove over the speed limit?,5|5|5_4|5|5,
hit:9478_conv:18957,2,surprised,I just got approval for a home loan!,656,That's fantastic! It must be a good day for you.,5|5|5_4|5|4,
hit:7195_conv:14391,1,surprised,I saw a bird fly into my window today,63,I saw a bird fly into my window today,5|5|5_5|5|5,
hit:1952_conv:3904,3,surprised,One fond memory I have was my 6th birthday party. I was on my way home from school and my mom told me she had baked a cake and got the present. But I could only open it after I was done with homework.  When I got to my room all of my friends from school were there.  We ended up ditching homework and playing games the whole evening.,119,Definitely.  Aside from my 21st my birthdays have been a lot more low key since then lol,5|5|5_5|5|5,
hit:9629_conv:19258,3,trusting,I used to think that hobos were mystical and wise for some dumb reason...I would listen to their stories and believe everything they said...now I take everything I hear from a person broker than me with a grain of salt.,119,I never said they were dumb.  I just don't trust them,5|5|5_5|5|5,
hit:11194_conv:22389,1,ashamed,I ate the rest of my husband's cheesecake. I feel so bad. ,390,I feel so bad. I ate the rest of husband's cheesecake. I feel like I need to hide from him for a while. ,5|5|5_4|5|5,
hit:6551_conv:13103,1,embarrassed,thought someone was talking to me,514,i thought someone was talking to me _comma_ turns out they were talking to someone behind me. i answerd them ,5|5|5_5|5|5,
hit:10664_conv:21328,4,hopeful,I am hopeful about the future. I wish to become a world class doctor who helps those in second world countries,547,Wow! You are already super successful! I hope you help them kids!,5|5|5_4|4|5,
hit:1967_conv:3934,4,embarrassed,I was out shopping the other day when I tripped over the shelf in the aisle.  I was beat red.,326,Glad to hear that.,5|5|5_5|5|5,
hit:63_conv:126,3,guilty,I feel bad that I work too much and dont see my daughter. ,11,Ive been trying what I really need is a higher paid one so that way I dont have to work 2 jobs. ,5|5|5_5|5|5,
hit:9326_conv:18653,3,annoyed,my pants dropped last week from getting hooked on a table,63,yea i was so mad at myself,5|5|5_5|5|5,
hit:7545_conv:15091,3,lonely,I have a companion now i won't have to be alone,237,Yes it's been 2 years since I get walked out on at the alter. Now I have sorted myself out and have my life in front of me that's why I have decided to get a companion now,5|5|5_5|5|5,
hit:11602_conv:23205,1,furious,I was cooking a roasted chicken in the oven one time and went outside to work. I forgot to put the timer on and it came out over cooked and completely dry. had to eat something else.,659,I was roasting a chicken in the oven and forgot to put the timer on.,5|5|5_5|5|5,
hit:12406_conv:24813,2,caring,I felt this way while caring for patients at my previous job.,46,what did you do?,5|5|5_4|3|4,
hit:11167_conv:22335,3,ashamed,Once before it was a very hot day out and I had to drive to the store in my car with no A/C and I sweat so much that a had sweat stains on my butt and other embarrassing places.,806,That might help my arms_comma_ but one time I sweat so much on the way to the store that I had a big sweat stain on my butt!,5|5|5_5|5|5,
hit:5829_conv:11658,4,embarrassed,How bad can it get_comma_ I paid so much for my son's education and he still failed,397,Hopefully he opens his eyes soon and realizes what he is doing,5|5|5_5|5|5,
hit:1868_conv:3736,4,guilty,I drank alcohol today at work,255,Sorry to hear that.All we can do is learn from it_comma_really.,4|4|3_5|5|5,
hit:550_conv:1101,4,apprehensive,Me and a few friends got offered to go to this party off campus. It seemed really sketchy but it turned out fine and it was a lot of fun.,158,College was an odd time_comma_ people the same age you didn't know that well.,5|5|5_5|5|5,
